   0.00036314249       5.0033145   7.0615779e-20   2.1232769e-19
    0.0039945673       5.0035451   7.0617923e-20   2.1231620e-19
    0.0076259922       5.0037758   7.0620066e-20   2.1230470e-19
     0.011257417       5.0040065   7.0622210e-20   2.1229320e-19
     0.014888842       5.0042372   7.0624355e-20   2.1228170e-19
     0.018520267       5.0044680   7.0626499e-20   2.1227020e-19
     0.022151692       5.0046988   7.0628644e-20   2.1225870e-19
     0.025783117       5.0049297   7.0630789e-20   2.1224720e-19
     0.029414541       5.0051606   7.0632935e-20   2.1223569e-19
     0.033045966       5.0053915   7.0635081e-20   2.1222419e-19
     0.036677391       5.0056225   7.0637227e-20   2.1221268e-19
     0.040308816       5.0058535   7.0639374e-20   2.1220118e-19
     0.043940241       5.0060845   7.0641521e-20   2.1218967e-19
     0.047571666       5.0063156   7.0643668e-20   2.1217817e-19
     0.051203091       5.0065468   7.0645816e-20   2.1216666e-19
     0.054834515       5.0067779   7.0647964e-20   2.1215515e-19
     0.058465940       5.0070091   7.0650112e-20   2.1214364e-19
     0.062097365       5.0072404   7.0652261e-20   2.1213213e-19
     0.065728790       5.0074717   7.0654410e-20   2.1212062e-19
     0.069360215       5.0077030   7.0656559e-20   2.1210911e-19
     0.072991640       5.0079344   7.0658709e-20   2.1209759e-19
     0.076623065       5.0081658   7.0660859e-20   2.1208608e-19
     0.080254489       5.0083972   7.0663009e-20   2.1207457e-19
     0.083885914       5.0086287   7.0665160e-20   2.1206305e-19
     0.087517339       5.0088602   7.0667310e-20   2.1205153e-19
     0.091148764       5.0090918   7.0669462e-20   2.1204002e-19
     0.094780189       5.0093234   7.0671613e-20   2.1202850e-19
     0.098411614       5.0095550   7.0673765e-20   2.1201698e-19
      0.10204304       5.0097867   7.0675918e-20   2.1200546e-19
      0.10567446       5.0100184   7.0678070e-20   2.1199394e-19
      0.10930589       5.0102502   7.0680223e-20   2.1198242e-19
      0.11293731       5.0104820   7.0682376e-20   2.1197090e-19
      0.11656874       5.0107138   7.0684530e-20   2.1195938e-19
      0.12020016       5.0109457   7.0686684e-20   2.1194786e-19
      0.12383159       5.0111776   7.0688838e-20   2.1193633e-19
      0.12746301       5.0114096   7.0690993e-20   2.1192481e-19
      0.13109444       5.0116416   7.0693148e-20   2.1191328e-19
      0.13472586       5.0118736   7.0695303e-20   2.1190175e-19
      0.13835729       5.0121057   7.0697459e-20   2.1189023e-19
      0.14198871       5.0123378   7.0699614e-20   2.1187870e-19
      0.14562014       5.0125699   7.0701771e-20   2.1186717e-19
      0.14925156       5.0128021   7.0703927e-20   2.1185564e-19
      0.15288299       5.0130344   7.0706084e-20   2.1184411e-19
      0.15651441       5.0132666   7.0708242e-20   2.1183258e-19
      0.16014584       5.0134990   7.0710399e-20   2.1182105e-19
      0.16377726       5.0137313   7.0712557e-20   2.1180952e-19
      0.16740869       5.0139637   7.0714715e-20   2.1179798e-19
      0.17104011       5.0141961   7.0716874e-20   2.1178645e-19
      0.17467154       5.0144286   7.0719033e-20   2.1177491e-19
      0.17830296       5.0146611   7.0721192e-20   2.1176338e-19
      0.18193439       5.0148937   7.0723352e-20   2.1175184e-19
      0.18556581       5.0151263   7.0725512e-20   2.1174030e-19
      0.18919724       5.0153589   7.0727672e-20   2.1172876e-19
      0.19282866       5.0155916   7.0729832e-20   2.1171722e-19
      0.19646009       5.0158243   7.0731993e-20   2.1170568e-19
      0.20009151       5.0160570   7.0734155e-20   2.1169414e-19
      0.20372293       5.0162898   7.0736316e-20   2.1168260e-19
      0.20735436       5.0165227   7.0738478e-20   2.1167106e-19
      0.21098578       5.0167555   7.0740640e-20   2.1165951e-19
      0.21461721       5.0169884   7.0742803e-20   2.1164797e-19
      0.21824863       5.0172214   7.0744966e-20   2.1163643e-19
      0.22188006       5.0174544   7.0747129e-20   2.1162488e-19
      0.22551148       5.0176874   7.0749293e-20   2.1161333e-19
      0.22914291       5.0179205   7.0751457e-20   2.1160179e-19
      0.23277433       5.0181536   7.0753621e-20   2.1159024e-19
      0.23640576       5.0183867   7.0755786e-20   2.1157869e-19
      0.24003718       5.0186199   7.0757951e-20   2.1156714e-19
      0.24366861       5.0188531   7.0760116e-20   2.1155559e-19
      0.24730003       5.0190864   7.0762282e-20   2.1154404e-19
      0.25093146       5.0193197   7.0764448e-20   2.1153248e-19
      0.25456288       5.0195531   7.0766614e-20   2.1152093e-19
      0.25819431       5.0197865   7.0768780e-20   2.1150938e-19
      0.26182573       5.0200199   7.0770947e-20   2.1149782e-19
      0.26545716       5.0202534   7.0773115e-20   2.1148627e-19
      0.26908858       5.0204869   7.0775282e-20   2.1147471e-19
