   0.00027793241       5.0033033   4.7740197e-20   1.7525616e-19
    0.0030572566       5.0034219   4.7740944e-20   1.7525128e-19
    0.0058365807       5.0035405   4.7741690e-20   1.7524641e-19
    0.0086159048       5.0036591   4.7742437e-20   1.7524153e-19
     0.011395229       5.0037778   4.7743184e-20   1.7523666e-19
     0.014174553       5.0038964   4.7743930e-20   1.7523178e-19
     0.016953877       5.0040151   4.7744677e-20   1.7522690e-19
     0.019733201       5.0041337   4.7745424e-20   1.7522203e-19
     0.022512526       5.0042524   4.7746171e-20   1.7521715e-19
     0.025291850       5.0043711   4.7746918e-20   1.7521227e-19
     0.028071174       5.0044898   4.7747665e-20   1.7520740e-19
     0.030850498       5.0046085   4.7748412e-20   1.7520252e-19
     0.033629822       5.0047272   4.7749159e-20   1.7519764e-19
     0.036409146       5.0048459   4.7749907e-20   1.7519276e-19
     0.039188470       5.0049647   4.7750654e-20   1.7518789e-19
     0.041967795       5.0050834   4.7751401e-20   1.7518301e-19
     0.044747119       5.0052022   4.7752149e-20   1.7517813e-19
     0.047526443       5.0053209   4.7752896e-20   1.7517325e-19
     0.050305767       5.0054397   4.7753644e-20   1.7516837e-19
     0.053085091       5.0055585   4.7754391e-20   1.7516349e-19
     0.055864415       5.0056773   4.7755139e-20   1.7515861e-19
     0.058643739       5.0057961   4.7755887e-20   1.7515374e-19
     0.061423064       5.0059149   4.7756634e-20   1.7514886e-19
     0.064202388       5.0060337   4.7757382e-20   1.7514398e-19
     0.066981712       5.0061526   4.7758130e-20   1.7513910e-19
     0.069761036       5.0062714   4.7758878e-20   1.7513422e-19
     0.072540360       5.0063903   4.7759626e-20   1.7512934e-19
     0.075319684       5.0065091   4.7760374e-20   1.7512446e-19
     0.078099008       5.0066280   4.7761122e-20   1.7511958e-19
     0.080878333       5.0067469   4.7761870e-20   1.7511470e-19
     0.083657657       5.0068658   4.7762618e-20   1.7510982e-19
     0.086436981       5.0069847   4.7763367e-20   1.7510493e-19
     0.089216305       5.0071036   4.7764115e-20   1.7510005e-19
     0.091995629       5.0072226   4.7764864e-20   1.7509517e-19
     0.094774953       5.0073415   4.7765612e-20   1.7509029e-19
     0.097554277       5.0074605   4.7766361e-20   1.7508541e-19
      0.10033360       5.0075794   4.7767109e-20   1.7508053e-19
      0.10311293       5.0076984   4.7767858e-20   1.7507565e-19
      0.10589225       5.0078174   4.7768606e-20   1.7507076e-19
      0.10867157       5.0079364   4.7769355e-20   1.7506588e-19
      0.11145090       5.0080554   4.7770104e-20   1.7506100e-19
      0.11423022       5.0081744   4.7770853e-20   1.7505612e-19
      0.11700955       5.0082934   4.7771602e-20   1.7505123e-19
      0.11978887       5.0084125   4.7772351e-20   1.7504635e-19
      0.12256819       5.0085315   4.7773100e-20   1.7504147e-19
      0.12534752       5.0086506   4.7773849e-20   1.7503658e-19
      0.12812684       5.0087696   4.7774598e-20   1.7503170e-19
      0.13090617       5.0088887   4.7775347e-20   1.7502682e-19
      0.13368549       5.0090078   4.7776097e-20   1.7502193e-19
      0.13646482       5.0091269   4.7776846e-20   1.7501705e-19
      0.13924414       5.0092460   4.7777595e-20   1.7501216e-19
      0.14202346       5.0093651   4.7778345e-20   1.7500728e-19
      0.14480279       5.0094842   4.7779094e-20   1.7500240e-19
      0.14758211       5.0096034   4.7779844e-20   1.7499751e-19
      0.15036144       5.0097225   4.7780594e-20   1.7499263e-19
      0.15314076       5.0098417   4.7781343e-20   1.7498774e-19
      0.15592008       5.0099609   4.7782093e-20   1.7498286e-19
      0.15869941       5.0100800   4.7782843e-20   1.7497797e-19
      0.16147873       5.0101992   4.7783593e-20   1.7497309e-19
      0.16425806       5.0103184   4.7784343e-20   1.7496820e-19
      0.16703738       5.0104376   4.7785093e-20   1.7496331e-19
      0.16981671       5.0105569   4.7785843e-20   1.7495843e-19
      0.17259603       5.0106761   4.7786593e-20   1.7495354e-19
