0.000000000000000000e+00	1.000658290067829803e+01	7.909723455772315613e-22
2.553842638224139081e-03	1.000808399994249598e+01	7.910502322777782689e-22
5.106649141633637541e-03	1.000958532438833970e+01	7.911281265590063245e-22
7.658419926712923056e-03	1.001108687404964392e+01	7.912060284216434063e-22
1.020915540977988985e-02	1.001258864896016831e+01	7.912839378664146531e-22
1.275885600698594378e-02	1.001409064915371872e+01	7.913618548940471788e-22
1.530752213431609866e-02	1.001559287466406367e+01	7.914397795052665924e-22
1.785515420758901697e-02	1.001709532552503390e+01	7.915177117008004781e-22
2.040175264245713480e-02	1.001859800177041748e+01	7.915956514813747270e-22
2.294731785440654037e-02	1.002010090343402737e+01	7.916735988477166410e-22
2.549185025875734881e-02	1.002160403054969784e+01	7.917515538005533340e-22
2.803535027066350951e-02	1.002310738315122940e+01	7.918295163406109792e-22
3.057781830511298315e-02	1.002461096127245632e+01	7.919074864686169727e-22
3.311925477692779368e-02	1.002611476494719511e+01	7.919854641852972996e-22
3.565966010076406650e-02	1.002761879420930846e+01	7.920634494913805785e-22
3.819903469111212563e-02	1.002912304909261643e+01	7.921414423875928887e-22
4.073737896229655264e-02	1.003062752963097992e+01	7.922194428746620962e-22
4.327469332847626304e-02	1.003213223585822433e+01	7.922974509533140924e-22
4.581097820364454093e-02	1.003363716780821058e+01	7.923754666242767434e-22
4.834623400162919166e-02	1.003514232551480490e+01	7.924534898882774450e-22
5.088046113609238918e-02	1.003664770901188064e+01	7.925315207460440634e-22
5.341366002053106465e-02	1.003815331833330760e+01	7.926095591983039945e-22
5.594583106827667740e-02	1.003965915351295379e+01	7.926876052457848222e-22
5.847697469249547864e-02	1.004116521458470679e+01	7.927656588892138484e-22
6.100709130618851145e-02	1.004267150158245059e+01	7.928437201293194095e-22
6.353618132219163162e-02	1.004417801454008341e+01	7.929217889668293714e-22
6.606424515317559087e-02	1.004568475349149281e+01	7.929998654024710362e-22
6.859128321164610631e-02	1.004719171847057879e+01	7.930779494369723638e-22
7.111729590994403383e-02	1.004869890951125555e+01	7.931560410710616907e-22
7.364228366024527794e-02	1.005020632664744085e+01	7.932341403054673531e-22
7.616624687456086118e-02	1.005171396991302579e+01	7.933122471409162768e-22
7.868918596473728488e-02	1.005322183934195124e+01	7.933903615781380205e-22
8.121110134245618228e-02	1.005472993496815448e+01	7.934684836178607324e-22
8.373199341923442951e-02	1.005623825682556571e+01	7.935466132608129370e-22
8.625186260642453417e-02	1.005774680494809559e+01	7.936247505077217481e-22
8.877070931521456598e-02	1.005925557936970627e+01	7.937028953593168184e-22
9.128853395662808734e-02	1.006076458012434216e+01	7.937810478163262022e-22
9.380533694152426438e-02	1.006227380724595477e+01	7.938592078794790821e-22
9.632111868059789472e-02	1.006378326076850804e+01	7.939373755495038884e-22
9.883587958437976828e-02	1.006529294072594638e+01	7.940155508271286754e-22
1.013496200632363203e-01	1.006680284715224261e+01	7.940937337130823436e-22
1.038623405273700201e-01	1.006831298008138909e+01	7.941719242080952041e-22
1.063740413868193568e-01	1.006982333954734798e+01	7.942501223128953110e-22
1.088847230514583819e-01	1.007133392558410812e+01	7.943283280282118472e-22
1.113943859309977774e-01	1.007284473822565829e+01	7.944065413547740891e-22
1.139030304349842732e-01	1.007435577750598910e+01	7.944847622933114076e-22
1.164106569728006746e-01	1.007586704345909290e+01	7.945629908445517629e-22
1.189172659536662929e-01	1.007737853611897627e+01	7.946412270092256541e-22
1.214228577866363484e-01	1.007889025551964401e+01	7.947194707880620757e-22
1.239274328806030806e-01	1.008040220169511869e+01	7.947977221817908689e-22
1.264309916442948600e-01	1.008191437467942997e+01	7.948759811911417803e-22
1.289335344862767296e-01	1.008342677450658265e+01	7.949542478168438987e-22
1.314350618149502936e-01	1.008493940121060817e+01	7.950325220596265947e-22
1.339355740385539673e-01	1.008645225482554508e+01	7.951108039202206498e-22
1.364350715651625467e-01	1.008796533538542839e+01	7.951890933993545882e-22
1.389335548026880696e-01	1.008947864292430729e+01	7.952673904977598497e-22
1.414310241588793704e-01	1.009099217747622568e+01	7.953456952161647704e-22
1.439274800413220812e-01	1.009250593907526294e+01	7.954240075553012602e-22
1.464229228574388531e-01	1.009401992775543810e+01	7.955023275158975614e-22
1.489173530144894952e-01	1.009553414355084122e+01	7.955806550986845493e-22
1.514107709195710028e-01	1.009704858649553572e+01	7.956589903043928172e-22
1.539031769796176397e-01	1.009856325662359744e+01	7.957373331337523000e-22
1.563945716014007170e-01	1.010007815396910757e+01	7.958156835874934029e-22
1.588849551915287317e-01	1.010159327856614908e+01	7.958940416663467192e-22
1.613743281564480048e-01	1.010310863044879959e+01	7.959724073710418077e-22
1.638626909024421541e-01	1.010462420965119179e+01	7.960507807023111423e-22
1.663500438356321498e-01	1.010614001620738733e+01	7.961291616608839999e-22
1.688363873619770361e-01	1.010765605015150470e+01	7.962075502474910677e-22
1.713217218872730152e-01	1.010917231151765705e+01	7.962859464628634091e-22
1.738060478171543632e-01	1.011068880033996287e+01	7.963643503077320876e-22
1.762893655570927920e-01	1.011220551665253531e+01	7.964427617828279786e-22
1.787716755123979206e-01	1.011372246048950885e+01	7.965211808888816753e-22
1.812529780882176922e-01	1.011523963188501263e+01	7.965996076266251815e-22
1.837332736895376240e-01	1.011675703087317579e+01	7.966780419967886203e-22
1.862125627211816403e-01	1.011827465748814170e+01	7.967564840001031492e-22
1.886908455878112401e-01	1.011979251176406969e+01	7.968349336373011483e-22
1.911681226939267730e-01	1.012131059373509245e+01	7.969133909091127404e-22
1.936443944438662190e-01	1.012282890343537289e+01	7.969918558162698355e-22
1.961196612418063534e-01	1.012434744089908101e+01	7.970703283595042493e-22
1.985939234917615259e-01	1.012586620616037436e+01	7.971488085395470452e-22
2.010671815975855203e-01	1.012738519925344249e+01	7.972272963571305093e-22
2.035394359629702776e-01	1.012890442021244475e+01	7.973057918129857989e-22
2.060106869914460070e-01	1.013042386907157066e+01	7.973842949078448240e-22
2.084809350863816579e-01	1.013194354586499912e+01	7.974628056424391181e-22
2.109501806509851418e-01	1.013346345062693921e+01	7.975413240175012493e-22
2.134184240883030270e-01	1.013498358339157868e+01	7.976198500337626572e-22
2.158856658012204000e-01	1.013650394419311596e+01	7.976983836919554398e-22
2.183519061924618088e-01	1.013802453306576545e+01	7.977769249928116948e-22
2.208171456645897646e-01	1.013954535004373092e+01	7.978554739370634262e-22
2.232813846200069618e-01	1.014106639516125874e+01	7.979340305254441424e-22
2.257446234609542524e-01	1.014258766845253845e+01	7.980125947586845307e-22
2.282068625895124214e-01	1.014410916995181111e+01	7.980911666375172532e-22
2.306681024076008557e-01	1.014563089969333198e+01	7.981697461626766648e-22
2.331283433169783759e-01	1.014715285771130837e+01	7.982483333348929825e-22
2.355875857192431810e-01	1.014867504403999021e+01	7.983269281548991506e-22
2.380458300158328488e-01	1.015019745871363988e+01	7.984055306234287715e-22
2.405030766080246130e-01	1.015172010176650019e+01	7.984841407412139433e-22
2.429593258969348912e-01	1.015324297323282998e+01	7.985627585089874219e-22
2.454145782835196465e-01	1.015476607314690227e+01	7.986413839274823399e-22
2.478688341685750529e-01	1.015628940154298299e+01	7.987200169974319234e-22
2.503220939527365241e-01	1.015781295845534160e+01	7.987986577195685525e-22
2.527743580364791853e-01	1.015933674391826358e+01	7.988773060946255476e-22
2.552256268201185119e-01	1.016086075796605570e+01	7.989559621233374517e-22
2.576759007038095239e-01	1.016238500063296790e+01	7.990346258064352340e-22
2.601251800875473141e-01	1.016390947195331762e+01	7.991132971446530614e-22
2.625734653711668254e-01	1.016543417196141519e+01	7.991919761387255709e-22
2.650207569543432951e-01	1.016695910069154252e+01	7.992706627893842960e-22
2.674670552365921439e-01	1.016848425817803481e+01	7.993493570973641558e-22
2.699123606172688095e-01	1.017000964445517752e+01	7.994280590633973423e-22
2.723566734955694679e-01	1.017153525955731652e+01	7.995067686882184924e-22
2.747999942705302567e-01	1.017306110351876747e+01	7.995854859725612086e-22
2.772423233410276078e-01	1.017458717637385490e+01	7.996642109171585292e-22
2.796836611057790800e-01	1.017611347815692824e+01	7.997429435227451852e-22
2.821240079633421383e-01	1.017764000890234044e+01	7.998216837900555314e-22
2.845633643121151524e-01	1.017916676864441072e+01	7.999004317198223239e-22
2.870017305503366756e-01	1.018069375741750271e+01	7.999791873127798237e-22
2.894391070760871099e-01	1.018222097525599068e+01	8.000579505696637019e-22
2.918754942872865965e-01	1.018374842219421517e+01	8.001367214912062447e-22
2.943108925816966814e-01	1.018527609826653624e+01	8.002155000781419949e-22
2.967453023569194825e-01	1.018680400350734416e+01	8.002942863312062478e-22
2.991787240103986889e-01	1.018833213795102388e+01	8.003730802511334521e-22
3.016111579394184505e-01	1.018986050163196033e+01	8.004518818386578688e-22
3.040426045411040445e-01	1.019138909458452069e+01	8.005306910945136645e-22
3.064730642124228743e-01	1.019291791684309345e+01	8.006095080194351001e-22
3.089025373501820826e-01	1.019444696844208131e+01	8.006883326141567185e-22
3.113310243510312159e-01	1.019597624941591540e+01	8.007671648794150373e-22
3.137585256114608923e-01	1.019750575979898777e+01	8.008460048159435651e-22
3.161850415278029125e-01	1.019903549962570466e+01	8.009248524244776911e-22
3.186105724962312591e-01	1.020056546893049187e+01	8.010037077057521464e-22
3.210351189127610416e-01	1.020209566774779120e+01	8.010825706605024142e-22
3.234586811732485523e-01	1.020362609611200533e+01	8.011614412894633196e-22
3.258812596733924316e-01	1.020515675405756006e+01	8.012403195933686532e-22
3.283028548087328358e-01	1.020668764161891495e+01	8.013192055729554968e-22
3.307234669746519362e-01	1.020821875883051710e+01	8.013980992289585816e-22
3.331430965663735311e-01	1.020975010572682251e+01	8.014770005621139551e-22
3.355617439789631562e-01	1.021128168234226408e+01	8.015559095731559721e-22
3.379794096073284737e-01	1.021281348871131911e+01	8.016348262628209622e-22
3.403960938462199382e-01	1.021434552486845426e+01	8.017137506318445968e-22
3.428117970902292422e-01	1.021587779084812198e+01	8.017926826809615130e-22
3.452265197337908154e-01	1.021741028668481910e+01	8.018716224109086045e-22
3.476402621711813801e-01	1.021894301241301584e+01	8.019505698224212607e-22
3.500530247965191744e-01	1.022047596806719838e+01	8.020295249162351530e-22
3.524648080037657283e-01	1.022200915368185470e+01	8.021084876930862348e-22
3.548756121867240321e-01	1.022354256929148697e+01	8.021874581537103656e-22
3.572854377390408676e-01	1.022507621493060093e+01	8.022664362988446274e-22
3.596942850542050318e-01	1.022661009063369342e+01	8.023454221292243154e-22
3.621021545255475038e-01	1.022814419643528971e+01	8.024244156455861354e-22
3.645090465462421103e-01	1.022967853236990976e+01	8.025034168486666052e-22
3.669149615093057482e-01	1.023121309847206284e+01	8.025824257392015842e-22
3.693198998075981065e-01	1.023274789477629199e+01	8.026614423179283426e-22
3.717238618338217226e-01	1.023428292131710649e+01	8.027404665855817993e-22
3.741268479805219815e-01	1.023581817812904937e+01	8.028194985428992244e-22
3.765288586400876158e-01	1.023735366524667256e+01	8.028985381906176059e-22
3.789298942047498731e-01	1.023888938270452265e+01	8.029775855294737435e-22
3.813299550665835147e-01	1.024042533053716753e+01	8.030566405602047194e-22
3.837290416175062058e-01	1.024196150877914846e+01	8.031357032835467691e-22
3.861271542492791808e-01	1.024349791746504934e+01	8.032147737002377269e-22
3.885242933535071885e-01	1.024503455662939899e+01	8.032938518110128881e-22
3.909204593216376589e-01	1.024657142630680440e+01	8.033729376166108391e-22
3.933156525449619245e-01	1.024810852653182813e+01	8.034520311177678158e-22
3.957098734146145547e-01	1.024964585733907363e+01	8.035311323152218404e-22
3.981031223215741877e-01	1.025118341876311412e+01	8.036102412097098068e-22
4.004953996566625318e-01	1.025272121083856725e+01	8.036893578019695494e-22
4.028867058105460308e-01	1.025425923360000802e+01	8.037684820927377739e-22
4.052770411737336986e-01	1.025579748708204519e+01	8.038476140827521266e-22
4.076664061365788405e-01	1.025733597131931418e+01	8.039267537727509119e-22
4.100548010892781092e-01	1.025887468634639355e+01	8.040059011634705536e-22
4.124422264218732259e-01	1.026041363219792579e+01	8.040850562556492622e-22
4.148286825242489262e-01	1.026195280890853567e+01	8.041642190500252480e-22
4.172141697861346810e-01	1.026349221651285326e+01	8.042433895473360632e-22
4.195986885971040303e-01	1.026503185504552107e+01	8.043225677483201064e-22
4.219822393465742505e-01	1.026657172454116029e+01	8.044017536537138013e-22
4.243648224238071864e-01	1.026811182503445075e+01	8.044809472642574271e-22
4.267464382179085858e-01	1.026965215656001007e+01	8.045601485806873137e-22
4.291270871178293200e-01	1.027119271915251453e+01	8.046393576037422355e-22
4.315067695123644964e-01	1.027273351284663860e+01	8.047185743341618138e-22
4.338854857901529583e-01	1.027427453767701593e+01	8.047977987726818139e-22
4.362632363396791724e-01	1.027581579367836007e+01	8.048770309200430794e-22
4.386400215492719523e-01	1.027735728088530998e+01	8.049562707769822220e-22
4.410158418071038477e-01	1.027889899933257922e+01	8.050355183442391449e-22
4.433906975011935869e-01	1.028044094905484407e+01	8.051147736225518705e-22
4.457645890194036342e-01	1.028198313008679676e+01	8.051940366126587974e-22
4.481375167494416889e-01	1.028352554246314021e+01	8.052733073152997346e-22
4.505094810788610737e-01	1.028506818621856667e+01	8.053525857312122343e-22
4.528804823950594582e-01	1.028661106138780035e+01	8.054318718611356355e-22
4.552505210852792472e-01	1.028815416800556015e+01	8.055111657058102175e-22
4.576195975366083579e-01	1.028969750610656320e+01	8.055904672659735324e-22
4.599877121359801646e-01	1.029124107572551949e+01	8.056697765423650132e-22
4.623548652701726658e-01	1.029278487689717103e+01	8.057490935357240929e-22
4.647210573258097610e-01	1.029432890965624736e+01	8.058284182467898283e-22
