1.000159700000000029e+01	2.392239900000000023e-20
1.001187000000000005e+01	2.324950099999999897e-20
1.002215499999999970e+01	2.256408199999999991e-20
1.003245000000000076e+01	2.187795800000000113e-20
1.004275499999999965e+01	2.119112799999999945e-20
1.005307099999999920e+01	2.050359400000000122e-20
1.006339700000000015e+01	1.987035300000000115e-20
1.007373399999999997e+01	1.947372300000000054e-20
1.008408200000000043e+01	1.910397899999999898e-20
1.009444000000000052e+01	1.873385199999999865e-20
1.010480899999999949e+01	1.836334700000000035e-20
1.011518900000000087e+01	1.799246100000000058e-20
1.012557900000000011e+01	1.764970299999999922e-20
1.013597999999999999e+01	1.744456900000000143e-20
1.014639200000000052e+01	1.725746399999999893e-20
1.015681400000000068e+01	1.707016899999999880e-20
1.016724699999999970e+01	1.688268200000000069e-20
1.017769099999999938e+01	1.669500200000000145e-20
1.018814599999999970e+01	1.655075500000000052e-20
1.019861000000000040e+01	1.661282699999999954e-20
1.020908599999999922e+01	1.670155699999999986e-20
1.021957300000000046e+01	1.679037699999999968e-20
1.023007100000000058e+01	1.687928799999999919e-20
1.024057900000000032e+01	1.696829000000000139e-20
1.025109800000000071e+01	1.701398100000000094e-20
1.026162799999999997e+01	1.688395499999999904e-20
1.027216800000000063e+01	1.673516900000000091e-20
1.028271999999999942e+01	1.658623099999999926e-20
1.029328300000000063e+01	1.643713999999999993e-20
1.030385599999999968e+01	1.628789599999999992e-20
1.031443999999999939e+01	1.609369100000000111e-20
1.032503499999999974e+01	1.576166499999999997e-20
1.033564100000000074e+01	1.541965199999999879e-20
1.034625699999999959e+01	1.507728800000000100e-20
1.035688500000000012e+01	1.473457100000000026e-20
1.036752300000000027e+01	1.439150299999999989e-20
1.037817300000000031e+01	1.412515900000000112e-20
1.038883299999999998e+01	1.401876100000000073e-20
1.039950499999999955e+01	1.391721399999999987e-20
1.041018700000000052e+01	1.381555899999999958e-20
1.042088000000000036e+01	1.371380300000000101e-20
1.043158400000000086e+01	1.361194000000000018e-20
1.044229999999999947e+01	1.359305399999999861e-20
1.045302599999999948e+01	1.367582900000000131e-20
1.046376300000000015e+01	1.375894299999999868e-20
1.047451200000000071e+01	1.384214100000000061e-20
1.048527099999999912e+01	1.392542400000000125e-20
1.049604099999999995e+01	1.400688399999999881e-20
1.050682300000000069e+01	1.395487099999999943e-20
1.051761499999999927e+01	1.382110900000000088e-20
1.052841899999999953e+01	1.368720900000000105e-20
1.053923400000000044e+01	1.355317200000000013e-20
1.055005899999999919e+01	1.341899699999999944e-20
1.056089700000000065e+01	1.328488700000000024e-20
1.057174499999999995e+01	1.315301899999999971e-20
1.058260399999999990e+01	1.302170199999999955e-20
1.059347400000000050e+01	1.289025000000000013e-20
1.060435599999999923e+01	1.275866199999999976e-20
1.061524900000000038e+01	1.262694000000000028e-20
1.062615300000000040e+01	1.251096199999999950e-20
1.063706799999999930e+01	1.245886399999999992e-20
1.064799400000000063e+01	1.241345000000000004e-20
1.065893200000000007e+01	1.236799000000000025e-20
1.066988100000000017e+01	1.232248300000000038e-20
1.068083999999999989e+01	1.227692900000000042e-20
1.069181200000000054e+01	1.223190600000000062e-20
1.070279400000000081e+01	1.218769800000000029e-20
1.071378799999999920e+01	1.214345199999999983e-20
1.072479300000000002e+01	1.209916199999999977e-20
1.073581000000000074e+01	1.205482499999999963e-20
1.074683800000000033e+01	1.201011499999999932e-20
1.075787599999999955e+01	1.195567900000000059e-20
1.076892800000000072e+01	1.189670400000000015e-20
1.077998900000000049e+01	1.183766700000000021e-20
1.079106200000000015e+01	1.177856999999999958e-20
1.080214699999999972e+01	1.171941299999999979e-20
1.081324299999999994e+01	1.161355300000000068e-20
1.082435000000000080e+01	1.129108499999999937e-20
1.083546800000000054e+01	1.094103400000000056e-20
1.084659899999999944e+01	1.059062399999999934e-20
1.085773999999999972e+01	1.023985400000000004e-20
1.086889399999999917e+01	9.888723700000000230e-21
1.088005800000000001e+01	9.656816700000000595e-21
1.089123299999999972e+01	9.568254200000000303e-21
1.090242100000000036e+01	9.479895300000000155e-21
1.091361999999999988e+01	9.391445199999999694e-21
1.092483000000000004e+01	9.302903699999999791e-21
1.093605200000000011e+01	9.218475600000000134e-21
