1.000159700000000029e+01	4.573759199999999853e-20
1.001187000000000005e+01	4.635573799999999958e-20
1.002215499999999970e+01	4.717886299999999742e-20
1.003245000000000076e+01	4.800283199999999941e-20
1.004275499999999965e+01	4.882764799999999703e-20
1.005307099999999920e+01	4.965330999999999913e-20
1.006339700000000015e+01	5.047667099999999904e-20
1.007373399999999997e+01	5.128729800000000280e-20
1.008408200000000043e+01	5.209719899999999742e-20
1.009444000000000052e+01	5.290792900000000280e-20
1.010480899999999949e+01	5.371949000000000121e-20
1.011518900000000087e+01	5.453188799999999965e-20
1.012557900000000011e+01	5.481776999999999414e-20
1.013597999999999999e+01	5.255177999999999829e-20
1.014639200000000052e+01	4.994601499999999928e-20
1.015681400000000068e+01	4.733757200000000027e-20
1.016724699999999970e+01	4.472645399999999873e-20
1.017769099999999938e+01	4.211265000000000193e-20
1.018814599999999970e+01	3.955815499999999943e-20
1.019861000000000040e+01	3.729442999999999994e-20
1.020908599999999922e+01	3.506616700000000295e-20
1.021957300000000046e+01	3.283561299999999937e-20
1.023007100000000058e+01	3.060277099999999871e-20
1.024057900000000032e+01	2.836763200000000253e-20
1.025109800000000071e+01	2.647585900000000077e-20
1.026162799999999997e+01	2.598184999999999964e-20
1.027216800000000063e+01	2.563566199999999999e-20
1.028271999999999942e+01	2.528911799999999990e-20
1.029328300000000063e+01	2.494221899999999955e-20
1.030385599999999968e+01	2.459496299999999861e-20
1.031443999999999939e+01	2.437463500000000082e-20
1.032503499999999974e+01	2.454500600000000090e-20
1.033564100000000074e+01	2.474295600000000082e-20
1.034625699999999959e+01	2.494110900000000050e-20
1.035688500000000012e+01	2.513946600000000008e-20
1.036752300000000027e+01	2.533802699999999956e-20
1.037817300000000031e+01	2.612366600000000143e-20
1.038883299999999998e+01	2.813007000000000267e-20
1.039950499999999955e+01	3.017627599999999848e-20
1.041018700000000052e+01	3.222458799999999803e-20
1.042088000000000036e+01	3.427500400000000099e-20
1.043158400000000086e+01	3.632752400000000135e-20
1.044229999999999947e+01	3.692354000000000254e-20
1.045302599999999948e+01	3.573501699999999920e-20
1.046376300000000015e+01	3.454083000000000020e-20
1.047451200000000071e+01	3.334541500000000111e-20
1.048527099999999912e+01	3.214877200000000193e-20
1.049604099999999995e+01	3.093630900000000076e-20
1.050682300000000069e+01	2.870186200000000221e-20
1.051761499999999927e+01	2.584073800000000043e-20
1.052841899999999953e+01	2.297667699999999888e-20
1.053923400000000044e+01	2.010967299999999960e-20
1.055005899999999919e+01	1.723972699999999972e-20
1.056089700000000065e+01	1.449701699999999868e-20
1.057174499999999995e+01	1.328140499999999955e-20
1.058260399999999990e+01	1.250568400000000010e-20
1.059347400000000050e+01	1.172916699999999973e-20
1.060435599999999923e+01	1.095185099999999948e-20
1.061524900000000038e+01	1.017373699999999950e-20
1.062615300000000040e+01	9.542572799999999354e-21
1.063706799999999930e+01	9.506190599999999328e-21
1.064799400000000063e+01	9.532468199999999550e-21
1.065893200000000007e+01	9.558772299999999546e-21
1.066988100000000017e+01	9.585103200000000267e-21
1.068083999999999989e+01	9.611461500000000607e-21
1.069181200000000054e+01	9.535357600000000351e-21
1.070279400000000081e+01	9.305966899999999524e-21
1.071378799999999920e+01	9.074862800000000108e-21
1.072479300000000002e+01	8.843520400000000350e-21
1.073581000000000074e+01	8.611940499999999778e-21
1.074683800000000033e+01	8.379998000000000417e-21
1.075787599999999955e+01	8.144136000000000288e-21
1.076892800000000072e+01	7.906326400000000686e-21
1.077998900000000049e+01	7.668272899999999536e-21
1.079106200000000015e+01	7.429974600000000001e-21
1.080214699999999972e+01	7.191431500000000577e-21
1.081324299999999994e+01	6.980918099999999305e-21
1.082435000000000080e+01	6.901432799999999887e-21
1.083546800000000054e+01	6.838386100000000530e-21
1.084659899999999944e+01	6.775274800000000200e-21
1.085773999999999972e+01	6.712098499999999885e-21
1.086889399999999917e+01	6.648857600000000100e-21
1.088005800000000001e+01	6.610989800000000128e-21
1.089123299999999972e+01	6.603626399999999865e-21
1.090242100000000036e+01	6.596318299999999672e-21
1.091361999999999988e+01	6.589002499999999888e-21
1.092483000000000004e+01	6.581678999999999761e-21
1.093605200000000011e+01	6.568265600000000055e-21
1.094728600000000007e+01	6.490006599999999853e-21
1.095853100000000069e+01	6.394177199999999866e-21
1.096978799999999943e+01	6.298249299999999739e-21
1.098105499999999957e+01	6.202223299999999988e-21
1.099233500000000063e+01	6.106098199999999700e-21
1.100362699999999982e+01	6.018778200000000343e-21
1.101492999999999967e+01	5.948464200000000023e-21
1.102624400000000016e+01	5.878501599999999838e-21
1.103757000000000055e+01	5.808467100000000358e-21
1.104890800000000084e+01	5.738360300000000313e-21
1.106025700000000001e+01	5.667838300000000191e-21
1.107161800000000085e+01	5.591898900000000221e-21
1.108299099999999981e+01	5.514052199999999928e-21
1.109437600000000046e+01	5.436125599999999796e-21
1.110577100000000073e+01	5.358119000000000262e-21
1.111717900000000014e+01	5.280032000000000055e-21
1.112859899999999946e+01	5.201902999999999824e-21
1.114002999999999943e+01	5.123768000000000126e-21
1.115147299999999930e+01	5.045554600000000080e-21
1.116292800000000085e+01	4.967260800000000115e-21
1.117439500000000052e+01	4.888886600000000231e-21
1.118587199999999982e+01	4.808305199999999945e-21
1.119736299999999929e+01	4.703439000000000054e-21
1.120886400000000016e+01	4.591635600000000252e-21
1.122037800000000018e+01	4.479717000000000015e-21
1.123190400000000011e+01	4.367683700000000178e-21
1.124344100000000068e+01	4.255535300000000222e-21
1.125499100000000041e+01	4.183873900000000350e-21
1.126655099999999976e+01	4.164839400000000336e-21
1.127812400000000004e+01	4.146002900000000011e-21
1.128970900000000022e+01	4.127146600000000093e-21
1.130130600000000030e+01	4.108271300000000110e-21
1.131291500000000028e+01	4.088199199999999666e-21
1.132453499999999913e+01	4.061960099999999656e-21
1.133616699999999966e+01	4.034808500000000199e-21
1.134781199999999934e+01	4.007629099999999855e-21
1.135946799999999968e+01	3.980421799999999811e-21
1.137113699999999916e+01	3.953510900000000031e-21
1.138281699999999930e+01	3.941123000000000000e-21
1.139450899999999933e+01	3.936565900000000331e-21
1.140621400000000030e+01	3.932004299999999934e-21
1.141793099999999939e+01	3.927438200000000314e-21
1.142965899999999912e+01	3.922866900000000002e-21
1.144139999999999979e+01	3.902024599999999966e-21
1.145315199999999933e+01	3.851079899999999818e-21
1.146491600000000055e+01	3.799418700000000342e-21
1.147669299999999915e+01	3.747704100000000049e-21
1.148848199999999942e+01	3.695936700000000089e-21
1.150028299999999959e+01	3.651674800000000366e-21
1.151209599999999966e+01	3.648652899999999943e-21
1.152392099999999964e+01	3.651873600000000335e-21
1.153575799999999951e+01	3.655097500000000342e-21
